"Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg Cost per Click","Impressions","Engine Click Thru Percent","Avg Pos","Trans Conv Percent","Total Cost/Trans","Amount","Total Cost","Total Volume of Bookings"
"K1123","Overture - Global","43000000005420864","flight to nice","Advanced","Unassigned","Unassigned","nice","Position 1-2 Target","Paused",1.01,415,0.7,59642,0.7,1.71,0.48,144.24,3675.4,288.47,2
"K1175","Google - Global","43000000008139172","flight to marseilles","Broad","Air France Global Campaign","Marseille","marseille","Position 1-3","Unavailable",11.25,5,2.72,15,33.33,1.27,20,13.59,167.45,13.59,1
"K1122","Overture - US","43000000007003958","casablanca","Standard","Unassigned","Unassigned","regional","Position 1-4 Bid Strategy","Paused",0.55,131,0.56,3021,4.34,0.98,0.76,72.96,895.05,72.96,1
"K2615","Yahoo - US","43000000027382615","flight to paris","Advanced","Air France Branded","Air France Website","uncategorized","No Strategy","Live",7.5,1348,1.14,117521,1.15,1.34,0.59,192.86,18467.1,1542.9,8
"K2966","MSN - US","43000000031840091","air france airline","Broad","Air France Brand & French Destinations","Air France Brand","uncategorized","No Strategy","Live",0,67,2.06,500,13.4,1.13,1.49,138.22,1632,138.22,1
"K2615","Yahoo - US","43000000029356746","paris cheap flight","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,304,1.36,7399,4.11,1,1.32,103.39,4598.5,413.57,4
"K1175","Google - Global","43000000005663205","flights to nice","Broad","Air France Global Campaign","Nice","nice","Position 1-3","Unavailable",1.25,145,1.44,4864,2.98,1.67,0.69,209.05,2271.2,209.05,1
"K1175","Google - Global","43000000019449128","paris flights","Broad","Air France Brand & French Destinations","Paris","uncategorized","No Strategy","Unavailable",5,438,2.07,6348,6.9,2.54,1.6,129.8,9387.4,908.62,7
"K2615","Yahoo - US","43000000029356841","fly to paris","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,44,1.14,314,14.01,1.22,2.27,50.36,508.3,50.36,1
"K1175","Google - Global","43000000005663307","flights to paris","Broad","Air France Global Campaign","Paris","paris","Position 1-3","Unavailable",5,1558,1.62,70914,2.2,2.36,0.83,193.68,24140,2517.87,13
"K435","Google - US","43000000014127701","paris cheap flights","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,26,1.84,139,18.71,1.68,3.85,47.79,451.35,47.79,1
"K2966","MSN - US","43000000031840108","french airlines","Broad","Air France Brand & French Destinations","Air France Brand","uncategorized","No Strategy","Live",0,20,1.06,328,6.1,1.01,5,21.23,198.05,21.23,1
"K2615","Yahoo - US","43000000039641430","international air fare","Advanced","Geo Targeted Atlanta","International Atlanta","uncategorized","No Strategy","Paused",6.25,6,3.11,355,1.69,3.6,16.67,18.66,170,18.66,1
"K1122","Overture - US","43000000014278518","air france airline","Standard","Unassigned","Unassigned","airfrance","Position 1-4 Bid Strategy","Paused",0.51,1280,0.52,21407,5.98,1.3,0.55,94.72,5928.75,663.01,7
"K1175","Google - Global","43000000005663267","france airline","Broad","Air France Global Campaign","France","france","Position 1-3","Unavailable",3.75,292,2.2,14347,2.04,1.74,1.37,160.77,5525,643.09,4
"K1175","Google - Global","43000000005663179","paris cheap tickets","Broad","Air France Global Campaign","Paris","paris","Position 1-3","Unavailable",5,207,2.24,10175,2.03,3.27,1.45,154.4,3958.45,463.19,3
"K1122","Overture - US","43000000005277696","cheap ticket to europe","Advanced","Unassigned","Unassigned","europe","Position 1-4 Bid Strategy","Paused",0.95,542,0.95,15797,3.43,2.21,0.37,257.14,4380.9,514.27,2
"K1175","Google - Global","43000000005663277","nice flights","Broad","Air France Global Campaign","Nice","nice","Position 1-3","Unavailable",2.5,65,1.35,4480,1.45,1.48,1.54,87.43,742.05,87.43,1
"K1175","Google - Global","43000000007704266","travel to nice","Broad","Air France Global Campaign","Nice","nice","Position 1-3","Unavailable",8.75,43,2.96,2374,1.81,1.44,2.33,127.21,1060.8,127.21,1
"K2615","Yahoo - US","43000000027382591","airfrance tickets","Advanced","Air France Branded","Air France Brand","uncategorized","No Strategy","Live",6.25,74,1.12,1669,4.43,1.72,1.35,83,676.6,83,1
"K435","Google - US","43000000014113703","france air tickets","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,36,1.53,296,12.16,1.11,2.78,55.14,442.85,55.14,1
"K1123","Overture - Global","43000000005421024","charles de gaulle airport","Standard","Unassigned","Unassigned","franceairports","Position 1-2 Target","Paused",0.26,104,0.23,22722,0.46,1.85,0.96,23.49,187,23.49,1
"K1122","Overture - US","43000000005277606","airline ticket to italy","Advanced","Unassigned","Unassigned","italy","Position 1-4 Bid Strategy","Paused",1,142,0.92,5875,2.42,2.01,0.7,130.62,1025.1,130.62,1
"K435","Google - US","43000000034321236","paris fares","Broad","Geo Targeted Seattle","Seattle to Paris Sale","uncategorized","Position 2-5 Bid Strategy","Paused",5,9,3.39,123,7.32,1.62,11.11,30.54,236.3,30.54,1
"K1175","Google - Global","43000000005663399","paris tickets","Broad","Air France Global Campaign","Paris","paris","Position 1-3","Unavailable",2.5,237,1.95,23540,1.01,1.79,2.11,92.49,3512.2,462.45,5
"K435","Google - US","43000000013068751","nice fares","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Live",10,22,2.54,126,17.46,1.1,4.55,55.94,416.5,55.94,1
"K1123","Overture - Global","43000000005421432","flight to paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",1.25,5393,0.84,200030,2.7,1.48,0.45,189.4,33199.3,4545.64,24
"K1122","Overture - US","43000000014278642","paris airport","Standard","Unassigned","Unassigned","paris","Position 1-4 Bid Strategy","Paused",0.36,79,0.36,6323,1.25,2.77,1.27,28.5,207.4,28.5,1
"K2615","Yahoo - US","43000000029356956","paris cheap ticket","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,101,1.41,748,13.5,1,0.99,142.6,1016.6,142.6,1
"K1123","Overture - Global","43000000005420986","flight to france","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.81,294,1.04,23579,1.25,1.58,0.68,152.21,2142,304.42,2
"K2003","MSN - Global","43000000019452321","travel in paris","Broad","Air France Brand & French Destinations","Paris","uncategorized","Position 2-5 Bid Strategy","Deactivated",0,150,1.76,4798,3.13,2.95,0.67,264.26,1856.4,264.26,1
"K435","Google - US","43000000014114001","paris cheap flights","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 1-4 Bid Strategy","Live",6.25,238,1.92,1080,22.04,1.25,2.94,65.21,3175.6,456.46,7
"K435","Google - US","43000000013068784","ticket to france","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Paused",10,114,3.72,1139,10.01,1.57,0.88,424.15,2910.4,424.15,1
"K2615","Yahoo - US","43000000029356885","paris airfares","Standard","Paris & France Terms","Paris","uncategorized","No Strategy","Live",6.25,150,1.7,4991,3.01,1.03,0.67,254.55,1733.15,254.55,1
"K435","Google - US","43000000014119792","paris flight","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,55,2.68,2134,2.58,1.72,1.82,147.5,1000.45,147.5,1
"K1175","Google - Global","43000000005663273","paris airfares","Broad","Air France Global Campaign","Paris","paris","Position 1-3","Unavailable",2.5,95,1.6,3288,2.89,2.07,1.05,152.4,1003,152.4,1
"K1175","Google - Global","43000000019449325","ticket paris","Broad","Air France Brand & French Destinations","Paris","uncategorized","No Strategy","Unavailable",5,113,2.92,1262,8.95,1.53,1.77,164.99,2148.8,329.97,2
"K435","Google - US","43000000013068439","air france","Broad","Air France Branded","Air France Brand","uncategorized","No Strategy","Live",27.5,29060,1.59,385476,7.54,1.44,0.77,206.2,290609.9,46188.44,224
"K435","Google - US","43000000013068757","air france to paris","Broad","Paris & France Terms","Paris Branded","uncategorized","Position 2-5 Bid Strategy","Live",10,247,1.5,1223,20.2,1.07,1.62,92.77,2334.1,371.07,4
"K435","Google - US","43000000013072884","italy fares","Broad","Western Europe Destinations","Italy","uncategorized","Position 5-10 Bid Strategy","Unavailable",1.25,97,1.5,974,9.96,3.99,1.03,145.12,902.7,145.12,1
"K1123","Overture - Global","43000000005420874","cheap paris airfare","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.93,292,0.66,242220,0.12,1.33,0.34,193.54,1185.75,193.54,1
"K435","Google - US","43000000013136072","air france deal","Broad","Air France Branded","Air France Brand","uncategorized","Position 1-2 Target","Live",2.91,53,1.77,592,8.95,1.43,1.89,93.84,536.35,93.84,1
"K435","Google - US","43000000005278565","athens airline","Broad","Google_Yearlong 2006","Google|Athens","athens","Position 1-4 Bid Strategy","Paused",6.25,76,1.97,2740,2.77,1.45,1.32,149.7,843.2,149.7,1
"K1175","Google - Global","43000000019449006","air france ticket","Broad","Air France Brand & French Destinations","Air France Brand","uncategorized","No Strategy","Unavailable",5,258,2.63,2250,11.47,1.68,1.55,169.38,3814.8,677.52,4
"K1175","Google - Global","43000000019449146","flights to france","Broad","Air France Brand & French Destinations","France","uncategorized","No Strategy","Paused",5,344,2.99,3400,10.12,2.06,1.16,257.26,5706.9,1029.02,4
"K1175","Google - Global","43000000005663401","france cheap ticket","Broad","Air France Global Campaign","France","france","Position 1-3","Unavailable",7.5,60,2.05,1094,5.48,2.48,1.67,122.86,680,122.86,1
"K1175","Google - Global","43000000005663390","paris airline","Broad","Air France Global Campaign","Paris","uncategorized","Position 1-3","Unavailable",2.5,214,1.45,7483,2.86,1.82,0.47,309.85,1706.8,309.85,1
"K435","Google - US","43000000013071946","barcelona flight","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Unavailable",0,79,2.05,2217,3.56,3.98,1.27,161.8,889.1,161.8,1
"K1122","Overture - US","43000000005421534","greece travel","Advanced","Unassigned","Unassigned","greece","Position 1-4 Bid Strategy","Paused",1.28,1140,1.54,348718,0.33,1.62,0.44,350.48,9574.4,1752.4,5
"K1175","Google - Global","43000000019449360","flights to paris","Broad","Air France Brand & French Destinations","Paris","uncategorized","No Strategy","Unavailable",5,1538,2.03,9687,15.88,1.61,1.24,164.27,16943.9,3121.06,19
"K1175","Google - Global","43000000005663254","air france airline","Broad","Air France Global Campaign","Air France","airfrance","Position 1-3","Unavailable",1.25,110,0.47,1703,6.46,1.42,0.91,51.39,277.95,51.39,1
"K1175","Google - Global","43000000019449299","paris airline","Broad","Air France Brand & French Destinations","Paris","uncategorized","No Strategy","Unavailable",5,189,2.37,2242,8.43,1.49,2.12,111.76,2392.75,447.02,4
"K435","Google - US","43000000034321237","paris flight","Broad","Geo Targeted Seattle","Seattle to Paris Sale","uncategorized","Position 2-5 Bid Strategy","Paused",5,97,2.21,972,9.98,1.18,2.06,107.04,1141.55,214.07,2
"K1122","Overture - US","43000000005277748","cheap airline ticket to europe","Advanced","Unassigned","Unassigned","europe","Position 1-4 Bid Strategy","Paused",0.81,209,0.85,3864,5.41,2.1,0.48,178.42,937.55,178.42,1
"K435","Google - US","43000000013072997","italy airline","Broad","Western Europe Destinations","Italy","uncategorized","Position 5-10 Bid Strategy","Unavailable",0,246,1.5,8589,2.86,3.94,0.81,183.91,1922.7,367.81,2
"K435","Google - US","43000000013068241","france airfares","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unavailable",10,196,2.85,1919,10.21,1.22,1.53,186.37,2912.1,559.1,3
"K435","Google - US","43000000013068858","flight to paris","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Live",10,1638,2.9,13911,11.77,1.18,0.61,475.83,24002.3,4758.31,10
