"","Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg. Cost per Click","Impressions","Engine Click Thru %","Avg. Pos.","Trans. Conv. %","Total Cost/ Trans","Amount","Total Cost","Total Volume of Bookings"
"3778","K1175","Google - Global",4.3e+16,"trip to marseille","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unavailable",8.75,2,1.13,30,6.67,1.1,0,0,0,2.26,0
"3779","K1175","Google - Global",4.3e+16,"trips to marseille","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unavailable",8.75,5,0.72,35,14.29,1.28,0,0,0,3.59,0
"3780","K1175","Google - Global",4.3e+16,"trip to bordeaux","Broad","Air France Global Campaign","Bordeaux","bordeaux","Position 1- 3","Unavailable",8.75,3,3.1,33,9.09,1.26,0,0,0,9.3,0
"3781","K1175","Google - Global",4.3e+16,"trips to nice","Broad","Air France Global Campaign","Nice","nice","Position 1- 3","Unavailable",8.75,3,4.96,74,4.05,1.6,0,0,0,14.89,0
"3782","K1175","Google - Global",4.3e+16,"travel to marseille","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unavailable",8.75,7,2.88,150,4.67,1.4,0,0,0,20.15,0
"3783","K1175","Google - Global",4.3e+16,"trip to nice","Broad","Air France Global Campaign","Nice","nice","Position 1- 3","Unavailable",8.75,11,1.87,494,2.23,1.2,0,0,0,20.6,0
"3784","K1175","Google - Global",4.3e+16,"trips to paris","Broad","Air France Global Campaign","Paris","paris","Position 1- 3","Unavailable",8.75,114,2.63,1699,6.71,2.86,0,0,0,299.99,0
"3785","K1175","Google - Global",4.3e+16,"trip to france","Broad","Air France Global Campaign","France","france","Position 1- 3","Unavailable",8.75,114,2.88,4826,2.36,2.05,0,0,0,328.7,0
"3786","K1175","Google - Global",4.3e+16,"trips to france","Broad","Air France Global Campaign","France","france","Position 1- 3","Unavailable",8.75,117,4.24,4972,2.35,3.31,0,0,0,495.86,0
"3787","K435","Google - US",4.3e+16,"munich airline","Broad","Google_Yearlong 2006","Google|Munich","munich","Position 5-10 Bid Strategy","Paused",8.75,1,2.33,74,1.35,1.39,0,0,0,2.33,0
"3788","K435","Google - US",4.3e+16,"munich travel","Broad","Google_Yearlong 2006","Google|Munich","munich","Position 5-10 Bid Strategy","Paused",8.75,1,4.08,73,1.37,1.73,0,0,0,4.08,0
"3789","K435","Google - US",4.3e+16,"fly to  munich","Broad","Google_Yearlong 2006","Google|Munich","fly","Position 5-10 Bid Strategy","Paused",8.75,2,2.46,42,4.76,1.2,0,0,0,4.93,0
"3790","K435","Google - US",4.3e+16,"munich fares","Broad","Google_Yearlong 2006","Google|Munich","munich","Position 5-10 Bid Strategy","Paused",8.75,3,1.77,21,14.29,1.33,0,0,0,5.31,0
"3791","K435","Google - US",4.3e+16,"munich airport","Broad","Google_Yearlong 2006","Google|Munich","munich","Position 5-10 Bid Strategy","Paused",8.75,1,8.19,408,0.25,1.7,0,0,0,8.19,0
"3792","K435","Google - US",4.3e+16,"munich flight","Broad","Google_Yearlong 2006","Google|Munich","munich","Position 5-10 Bid Strategy","Paused",8.75,5,1.88,221,2.26,1.3,0,0,0,9.4,0
"3793","K435","Google - US",4.3e+16,"flight to munich","Broad","Google_Yearlong 2006","Google|Munich","flight","Position 5-10 Bid Strategy","Paused",8.75,6,2.24,124,4.84,1.59,0,0,0,13.45,0
"3794","K435","Google - US",4.3e+16,"munich flights","Broad","Google_Yearlong 2006","Google|Munich","munich","Position 5-10 Bid Strategy","Paused",8.75,17,4.33,625,2.72,1.65,0,0,0,73.69,0
"3795","K435","Google - US",4.3e+16,"flights to munich","Broad","Google_Yearlong 2006","Google|Munich","flight","Position 5-10 Bid Strategy","Paused",8.75,47,3.53,837,5.62,1.66,0,0,0,165.68,0
"3796","K435","Google - US",4.3e+16,"flight","Broad","Google_Yearlong 2006","Google|Flights Relaunch","uncategorized","Position 5-10 Bid Strategy","Paused",8.75,1110,3.83,48988,2.27,1.9,0,0,0,4247.56,0
"3797","K1123","Overture - Global",4.3e+16,"dakar trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.13,3,33.33,1,0,0,0,0.13,0
"3798","K1123","Overture - Global",4.3e+16,"new york mumbai flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.13,7,14.29,1.57,0,0,0,0.13,0
"3799","K1123","Overture - Global",4.3e+16,"new york paris plane ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.13,2,50,1,0,0,0,0.13,0
"3800","K1123","Overture - Global",4.3e+16,"ny air france","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.13,5,20,1.6,0,0,0,0.13,0
"3801","K1123","Overture - Global",4.3e+16,"houston paris flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.14,8,12.5,2.38,0,0,0,0.14,0
"3802","K1123","Overture - Global",4.3e+16,"new york paris fly","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.14,4,25,1,0,0,0,0.14,0
"3803","K1123","Overture - Global",4.3e+16,"welcome to air france","Standard","Unassigned","Unassigned","airfrance","No Strategy","Paused",8.75,1,0.14,201,0.5,2.02,0,0,0,0.14,0
"3804","K1123","Overture - Global",4.3e+16,"new york paris airfare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.15,6,16.67,2,0,0,0,0.15,0
"3805","K1123","Overture - Global",4.3e+16,"bordeaux airline","Standard","Unassigned","Unassigned","bordeaux","No Strategy","Paused",8.75,1,0.18,50,2,1.32,0,0,0,0.18,0
"3806","K1123","Overture - Global",4.3e+16,"new york city paris air france","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.19,1,100,0,0,0,0,0.19,0
"3807","K1123","Overture - Global",4.3e+16,"tour de franc","Standard","Unassigned","Unassigned","uncategorized","No Strategy","Paused",8.75,1,0.19,2663,0.04,1,0,0,0,0.19,0
"3808","K1123","Overture - Global",4.3e+16,"boston rome flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.26,20,5,1.45,0,0,0,0.26,0
"3809","K1123","Overture - Global",4.3e+16,"romantic travel idea","Standard","Unassigned","Unassigned","romantic","No Strategy","Paused",8.75,1,0.26,589,0.17,2.5,0,0,0,0.26,0
"3810","K1123","Overture - Global",4.3e+16,"delhi fare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.14,13,15.38,1,0,0,0,0.28,0
"3811","K1123","Overture - Global",4.3e+16,"dubai plane ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.29,7,14.29,1,0,0,0,0.29,0
"3812","K1123","Overture - Global",4.3e+16,"dubai air travel","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.33,63,1.59,1.02,0,0,0,0.33,0
"3813","K1123","Overture - Global",4.3e+16,"ny fly","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.38,20,5,1,0,0,0,0.38,0
"3814","K1123","Overture - Global",4.3e+16,"barcelona air fare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.39,4,25,4.75,0,0,0,0.39,0
"3815","K1123","Overture - Global",4.3e+16,"houston paris ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.39,3,33.33,0,0,0,0,0.39,0
"3816","K1123","Overture - Global",4.3e+16,"budapest air france","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.2,404,0.5,2.01,0,0,0,0.4,0
"3817","K1123","Overture - Global",4.3e+16,"cheap new york mumbai airfare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.21,5,40,1.2,0,0,0,0.43,0
"3818","K1123","Overture - Global",4.3e+16,"vacation in nice","Advanced","Unassigned","Unassigned","nice","No Strategy","Paused",8.75,1,0.43,100,1,1.5,0,0,0,0.43,0
"3819","K1123","Overture - Global",4.3e+16,"zurich trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.44,11,9.09,2.27,0,0,0,0.44,0
"3820","K1123","Overture - Global",4.3e+16,"johannesburg vacation","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.44,31,3.23,1,0,0,0,0.44,0
"3821","K1123","Overture - Global",4.3e+16,"chennai travel","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.46,1163,0.09,1.01,0,0,0,0.46,0
"3822","K1123","Overture - Global",4.3e+16,"bangalore fare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.46,3,33.33,1,0,0,0,0.46,0
"3823","K1123","Overture - Global",4.3e+16,"paris airplane","Standard","Unassigned","Unassigned","paris","No Strategy","Sent",8.75,3,0.17,326,0.92,2.59,0,0,0,0.5,0
"3824","K1123","Overture - Global",4.3e+16,"tel aviv ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.51,17,5.88,2.42,0,0,0,0.51,0
"3825","K1123","Overture - Global",4.3e+16,"lyon cheap ticket","Advanced","Unassigned","Unassigned","lyon","No Strategy","Paused",8.75,1,0.51,154,0.65,2.02,0,0,0,0.51,0
"3826","K1123","Overture - Global",4.3e+16,"bordeaux cheap ticket","Advanced","Unassigned","Unassigned","bordeaux","No Strategy","Paused",8.75,1,0.51,123,0.81,1.07,0,0,0,0.51,0
"3827","K1123","Overture - Global",4.3e+16,"miami rome flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.26,5,40,1.6,0,0,0,0.53,0
"3828","K1123","Overture - Global",4.3e+16,"cheap new york paris flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.54,13,7.69,2.69,0,0,0,0.54,0
"3829","K1123","Overture - Global",4.3e+16,"travel to par","Advanced","Unassigned","Unassigned","paris","No Strategy","Sent",8.75,4,0.13,672,0.6,1.02,0,0,0,0.54,0
"3830","K1123","Overture - Global",4.3e+16,"rome air travel","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.55,46,2.17,1.5,0,0,0,0.55,0
"3831","K1123","Overture - Global",4.3e+16,"chennai ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.55,10,10,1.89,0,0,0,0.55,0
"3832","K1123","Overture - Global",4.3e+16,"bangalore airfare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.6,60,1.67,1.16,0,0,0,0.6,0
"3833","K1123","Overture - Global",4.3e+16,"airfrance.com usa","Advanced","Unassigned","Unassigned","airfrancewebsite","No Strategy","Paused",8.75,5,0.13,159,3.14,1.7,0,0,0,0.63,0
"3834","K1123","Overture - Global",4.3e+16,"ny plane ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.64,20,5,0.95,0,0,0,0.64,0
"3835","K1123","Overture - Global",4.3e+16,"chicago plane ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.65,60,1.67,1.05,0,0,0,0.65,0
"3836","K1123","Overture - Global",4.3e+16,"lyon plane ticket","Standard","Unassigned","Unassigned","lyon","No Strategy","Paused",8.75,1,0.65,16,6.25,1,0,0,0,0.65,0
"3837","K1123","Overture - Global",4.3e+16,"chicago fly","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.66,82,1.22,1.2,0,0,0,0.66,0
"3838","K1123","Overture - Global",4.3e+16,"mumbai vacation","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.66,23,4.35,1.04,0,0,0,0.66,0
"3839","K1123","Overture - Global",4.3e+16,"cincinnati ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.69,273,0.37,1.33,0,0,0,0.69,0
"3840","K1123","Overture - Global",4.3e+16,"cheap new york amsterdam flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.34,16,12.5,1.55,0,0,0,0.69,0
"3841","K1123","Overture - Global",4.3e+16,"france holidays paris","Advanced","Unassigned","Unassigned","france","No Strategy","Sent",8.75,1,0.69,379,0.26,1.95,0,0,0,0.69,0
"3842","K1123","Overture - Global",4.3e+16,"bangalore ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.71,58,1.72,1.58,0,0,0,0.71,0
"3843","K1123","Overture - Global",4.3e+16,"new york fare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.76,17,5.88,1.82,0,0,0,0.76,0
"3844","K1123","Overture - Global",4.3e+16,"athens to trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.78,40,2.5,2.97,0,0,0,0.78,0
"3845","K1123","Overture - Global",4.3e+16,"boston paris flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,3,0.27,23,13.04,0.96,0,0,0,0.8,0
"3846","K1123","Overture - Global",4.3e+16,"dakar travel","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.4,36,5.56,1.11,0,0,0,0.8,0
"3847","K1123","Overture - Global",4.3e+16,"barcelona fare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.84,11,9.09,1.09,0,0,0,0.84,0
"3848","K1123","Overture - Global",4.3e+16,"new york delhi airfare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.84,4,25,0.25,0,0,0,0.84,0
"3849","K1123","Overture - Global",4.3e+16,"discount new york paris airfare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.43,3,66.67,0.67,0,0,0,0.85,0
"3850","K1123","Overture - Global",4.3e+16,"tour airline","Standard","Unassigned","Unassigned","uncategorized","No Strategy","Paused",8.75,1,0.86,1662,0.06,1.05,0,0,0,0.86,0
"3851","K1123","Overture - Global",4.3e+16,"airline cheap france paris","Advanced","Unassigned","Unassigned","paris","No Strategy","Sent",8.75,2,0.44,161,1.24,1.21,0,0,0,0.88,0
"3852","K1123","Overture - Global",4.3e+16,"boston paris airfare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.45,16,12.5,1,0,0,0,0.9,0
"3853","K1123","Overture - Global",4.3e+16,"new york mumbai airfare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.47,10,20,1,0,0,0,0.94,0
"3854","K1123","Overture - Global",4.3e+16,"dubai vacation","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.95,241,0.41,1.06,0,0,0,0.95,0
"3855","K1123","Overture - Global",4.3e+16,"new york city fly","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.99,7,14.29,0.86,0,0,0,0.99,0
"3856","K1123","Overture - Global",4.3e+16,"new york plane ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,0.99,110,0.91,1.03,0,0,0,0.99,0
"3857","K1123","Overture - Global",4.3e+16,"dubai trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.5,94,2.13,2.95,0,0,0,1,0
"3858","K1123","Overture - Global",4.3e+16,"marseille vacation","Advanced","Unassigned","Unassigned","marseille","No Strategy","Paused",8.75,1,1.04,879,0.11,1.12,0,0,0,1.04,0
"3859","K1123","Overture - Global",4.3e+16,"dubai fly","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.54,40,5,1.72,0,0,0,1.09,0
"3860","K1123","Overture - Global",4.3e+16,"marseille ticket","Advanced","Unassigned","Unassigned","marseille","No Strategy","Paused",8.75,2,0.55,660,0.3,1.75,0,0,0,1.1,0
"3861","K1123","Overture - Global",4.3e+16,"dakar airfare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.56,77,2.6,1,0,0,0,1.11,0
"3862","K1123","Overture - Global",4.3e+16,"ny ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.13,126,0.79,1.03,0,0,0,1.13,0
"3863","K1123","Overture - Global",4.3e+16,"marseille cheap ticket","Advanced","Unassigned","Unassigned","marseille","No Strategy","Paused",8.75,1,1.14,202,0.5,1,0,0,0,1.14,0
"3864","K1123","Overture - Global",4.3e+16,"dubai ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.59,51,3.92,2.03,0,0,0,1.18,0
"3865","K1123","Overture - Global",4.3e+16,"dc fly","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.2,26,3.85,1,0,0,0,1.2,0
"3866","K1123","Overture - Global",4.3e+16,"budapest airline","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,3,0.4,87,3.45,4.67,0,0,0,1.2,0
"3867","K1123","Overture - Global",4.3e+16,"nyc paris flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.2,2,50,1,0,0,0,1.2,0
"3868","K1123","Overture - Global",4.3e+16,"paris france info","Advanced","Unassigned","Unassigned","paris","No Strategy","Sent",8.75,5,0.24,2563,0.2,3.98,0,0,0,1.21,0
"3869","K1123","Overture - Global",4.3e+16,"philadelphia ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.25,307,0.33,1.14,0,0,0,1.25,0
"3870","K1123","Overture - Global",4.3e+16,"johannesburg fare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.26,6,16.67,1,0,0,0,1.26,0
"3871","K1123","Overture - Global",4.3e+16,"detroit travel","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.26,717,0.14,1.02,0,0,0,1.26,0
"3872","K1123","Overture - Global",4.3e+16,"new york paris ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.26,6,16.67,1,0,0,0,1.26,0
"3873","K1123","Overture - Global",4.3e+16,"nice fare","Standard","Unassigned","Unassigned","nice","No Strategy","Paused",8.75,7,0.18,12420,0.06,1.67,0,0,0,1.27,0
"3874","K1123","Overture - Global",4.3e+16,"family holiday france","Advanced","Unassigned","Unassigned","france","No Strategy","Sent",8.75,2,0.64,1186,0.17,1.43,0,0,0,1.28,0
"3875","K1123","Overture - Global",4.3e+16,"delhi travel","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,0.64,270,0.74,1.05,0,0,0,1.29,0
"3876","K1123","Overture - Global",4.3e+16,"miami trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.31,247,0.4,1.21,0,0,0,1.31,0
"3877","K1123","Overture - Global",4.3e+16,"venice trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.33,83,1.2,1.97,0,0,0,1.33,0
"3878","K1123","Overture - Global",4.3e+16,"bordeaux ticket","Advanced","Unassigned","Unassigned","bordeaux","No Strategy","Paused",8.75,1,1.33,134,0.75,2.22,0,0,0,1.33,0
"3879","K1123","Overture - Global",4.3e+16,"new york city ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.34,159,0.63,1.66,0,0,0,1.34,0
"3880","K1123","Overture - Global",4.3e+16,"zurich airfare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.43,32,3.13,1.26,0,0,0,1.43,0
"3881","K1123","Overture - Global",4.3e+16,"planning a trip to france","Advanced","Unassigned","Unassigned","france","No Strategy","Sent",8.75,5,0.29,743,0.67,3.19,0,0,0,1.43,0
"3882","K1123","Overture - Global",4.3e+16,"france fare","Advanced","Unassigned","Unassigned","france","No Strategy","Sent",8.75,3,0.5,434,0.69,1.32,0,0,0,1.49,0
"3883","K1123","Overture - Global",4.3e+16,"cheap new york athens ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.58,4,25,1,0,0,0,1.58,0
"3884","K1123","Overture - Global",4.3e+16,"romantic vacation spot","Standard","Unassigned","Unassigned","romantic","No Strategy","Paused",8.75,3,0.55,1858,0.16,2.37,0,0,0,1.66,0
"3885","K1123","Overture - Global",4.3e+16,"new york airline","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,4,0.43,232,1.72,1.51,0,0,0,1.74,0
"3886","K1123","Overture - Global",4.3e+16,"brest flight","Standard","Unassigned","Unassigned","flight","No Strategy","Paused",8.75,3,0.59,437,0.69,1.25,0,0,0,1.76,0
"3887","K1123","Overture - Global",4.3e+16,"paris france tourist information","Advanced","Unassigned","Unassigned","paris","No Strategy","Sent",8.75,4,0.45,834,0.48,3.55,0,0,0,1.79,0
"3888","K1123","Overture - Global",4.3e+16,"cincinnati to vacation","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.84,210,0.48,1.03,0,0,0,1.84,0
"3889","K1123","Overture - Global",4.3e+16,"ny flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,3,0.63,127,2.36,1.08,0,0,0,1.88,0
"3890","K1123","Overture - Global",4.3e+16,"zurich travel","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,1.89,125,0.8,1.14,0,0,0,1.89,0
"3891","K1123","Overture - Global",4.3e+16,"lyon vacation","Advanced","Unassigned","Unassigned","lyon","No Strategy","Paused",8.75,2,0.94,1517,0.13,1.11,0,0,0,1.89,0
"3892","K1123","Overture - Global",4.3e+16,"cairo airfare","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,4,0.53,35,11.43,1.35,0,0,0,2.1,0
"3893","K1123","Overture - Global",4.3e+16,"new york fly","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,3,0.71,68,4.41,2.03,0,0,0,2.14,0
"3894","K1123","Overture - Global",4.3e+16,"san francisco ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,1.14,223,0.9,1.39,0,0,0,2.28,0
"3895","K1123","Overture - Global",4.3e+16,"chicago to trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,1.19,278,0.72,1.38,0,0,0,2.39,0
"3896","K1123","Overture - Global",4.3e+16,"cheap fare to france","Standard","Unassigned","Unassigned","france","No Strategy","Sent",8.75,5,0.48,273,1.83,3.28,0,0,0,2.4,0
"3897","K1123","Overture - Global",4.3e+16,"paris vacation booking","Advanced","Unassigned","Unassigned","paris","No Strategy","Sent",8.75,3,0.83,171,1.75,2.14,0,0,0,2.49,0
"3898","K1123","Overture - Global",4.3e+16,"cairo trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,2.5,66,1.52,3.29,0,0,0,2.5,0
"3899","K1123","Overture - Global",4.3e+16,"detroit trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,2.5,31,3.23,1.58,0,0,0,2.5,0
"3900","K1123","Overture - Global",4.3e+16,"new york amsterdam flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,1.26,12,16.67,1.99,0,0,0,2.53,0
"3901","K1123","Overture - Global",4.3e+16,"san francisco trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,2.58,228,0.44,1,0,0,0,2.58,0
"3902","K1123","Overture - Global",4.3e+16,"marseille tourism","Standard","Unassigned","Unassigned","marseille","No Strategy","Paused",8.75,6,0.43,776,0.77,1.5,0,0,0,2.57,0
"3903","K1123","Overture - Global",4.3e+16,"bordeaux airport","Standard","Unassigned","Unassigned","bordeaux","No Strategy","Paused",8.75,9,0.29,1020,0.88,1.67,0,0,0,2.59,0
"3904","K1123","Overture - Global",4.3e+16,"new york city to trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,1.31,322,0.62,1.87,0,0,0,2.61,0
"3905","K1123","Overture - Global",4.3e+16,"toure de france","Standard","Unassigned","Unassigned","uncategorized","No Strategy","Paused",8.75,3,0.89,36,8.33,1.66,0,0,0,2.66,0
"3906","K1123","Overture - Global",4.3e+16,"budapest to travel","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,1.34,404,0.5,1.24,0,0,0,2.68,0
"3907","K1123","Overture - Global",4.3e+16,"barcelona airline","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,3,0.9,412,0.73,3.98,0,0,0,2.69,0
"3908","K1123","Overture - Global",4.3e+16,"air france destination","Advanced","Unassigned","Unassigned","airfrance","No Strategy","Paused",8.75,10,0.27,279,3.58,1.28,0,0,0,2.73,0
"3909","K1123","Overture - Global",4.3e+16,"nyc flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,1,2.74,81,1.23,1,0,0,0,2.74,0
"3910","K1123","Overture - Global",4.3e+16,"dc vacation","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,1.43,95,2.11,1.72,0,0,0,2.85,0
"3911","K1123","Overture - Global",4.3e+16,"romantic travel destination","Standard","Unassigned","Unassigned","romantic","No Strategy","Paused",8.75,6,0.48,1934,0.31,2.28,0,0,0,2.85,0
"3912","K1123","Overture - Global",4.3e+16,"bordeaux cheap flight","Advanced","Unassigned","Unassigned","bordeaux","No Strategy","Paused",8.75,4,0.76,659,0.61,1.12,0,0,0,3.05,0
"3913","K1123","Overture - Global",4.3e+16,"air france business class seat","Standard","Unassigned","Unassigned","airfrance","No Strategy","Paused",8.75,5,0.62,595,0.84,2.12,0,0,0,3.1,0
"3914","K1123","Overture - Global",4.3e+16,"cincinnati flight","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,5,0.62,2328,0.21,1,0,0,0,3.11,0
"3915","K1123","Overture - Global",4.3e+16,"airline paris travel","Standard","Unassigned","Unassigned","paris","No Strategy","Sent",8.75,5,0.62,180,2.78,1.59,0,0,0,3.11,0
"3916","K1123","Overture - Global",4.3e+16,"nyc ticket","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,1.57,227,0.88,1.06,0,0,0,3.14,0
"3917","K1123","Overture - Global",4.3e+16,"cincinnati to travel","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,1.58,497,0.4,1,0,0,0,3.16,0
"3918","K1123","Overture - Global",4.3e+16,"barcelona to trip","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,2,1.59,144,1.39,2.24,0,0,0,3.19,0
"3919","K1123","Overture - Global",4.3e+16,"air france europe","Advanced","Unassigned","Unassigned","airfrance","No Strategy","Paused",8.75,4,0.87,788,0.51,1.9,0,0,0,3.48,0
"3920","K1123","Overture - Global",4.3e+16,"amsterdam fly","Standard","Unassigned","Unassigned","ebsaleend7.28","No Strategy","Paused",8.75,5,0.7,103,4.85,2.25,0,0,0,3.5,0
