Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans,Amount,Total Cost,Total Volume of Bookings
K435,Google - US,4.3E+16,france fares,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,$10.00 ,59,$155.24 ,$2.63 ,"1,286",4.59%,1.4,0.00%,$0.00 ,$0.00 ,$155.24 ,0
K435,Google - US,4.3E+16,paris fare,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,76,$173.52 ,$2.28 ,"1,250",6.08%,1.25,0.00%,$0.00 ,$0.00 ,$173.52 ,0
K435,Google - US,4.3E+16,bordeaux flights,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,$10.00 ,57,$175.01 ,$3.07 ,663,8.60%,1.3,0.00%,$0.00 ,$0.00 ,$175.01 ,0
K435,Google - US,4.3E+16,france holidays,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,$10.00 ,44,$177.35 ,$4.03 ,"2,997",1.47%,2.68,0.00%,$0.00 ,$0.00 ,$177.35 ,0
K435,Google - US,4.3E+16,bordeaux cheap flights,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,$10.00 ,59,$187.27 ,$3.17 ,432,13.66%,1.1,0.00%,$0.00 ,$0.00 ,$187.27 ,0
K435,Google - US,4.3E+16,lyon flights,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,$10.00 ,76,$197.21 ,$2.59 ,819,9.28%,1.16,0.00%,$0.00 ,$0.00 ,$197.21 ,0
K435,Google - US,4.3E+16,nice cheap flights,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$10.00 ,82,$209.10 ,$2.55 ,559,14.67%,1.31,0.00%,$0.00 ,$0.00 ,$209.10 ,0
K435,Google - US,4.3E+16,trip to france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,$10.00 ,44,$213.15 ,$4.84 ,"1,502",2.93%,1.55,0.00%,$0.00 ,$0.00 ,$213.15 ,0
K435,Google - US,4.3E+16,paris trip,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,58,$216.02 ,$3.72 ,"1,944",2.98%,1.51,0.00%,$0.00 ,$0.00 ,$216.02 ,0
K435,Google - US,4.3E+16,france airlines,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,$10.00 ,90,$217.09 ,$2.41 ,"3,575",2.52%,1.3,0.00%,$0.00 ,$0.00 ,$217.09 ,0
K435,Google - US,4.3E+16,trips to france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,$10.00 ,45,$229.47 ,$5.10 ,"1,915",2.35%,2.45,0.00%,$0.00 ,$0.00 ,$229.47 ,0
K435,Google - US,4.3E+16,travel to nice,Broad,French Destinations,Nice,uncategorized,Postiion 1-4 Bid Strategy,Unassigned,Live,$10.00 ,104,$233.72 ,$2.25 ,"1,686",6.17%,1.24,0.00%,$0.00 ,$0.00 ,$233.72 ,0
K435,Google - US,4.3E+16,paris ticket,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,112,$241.57 ,$2.16 ,"2,308",4.85%,1.39,0.00%,$0.00 ,$0.00 ,$241.57 ,0
K435,Google - US,4.3E+16,france cheap ticket,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Unavailable,$10.00 ,102,$291.94 ,$2.86 ,668,15.27%,1.22,0.00%,$0.00 ,$0.00 ,$291.94 ,0
K435,Google - US,4.3E+16,france trip,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,$10.00 ,61,$309.99 ,$5.08 ,"2,117",2.88%,1.42,0.00%,$0.00 ,$0.00 ,$309.99 ,0
K435,Google - US,4.3E+16,flight to nice,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$10.00 ,151,$310.45 ,$2.06 ,932,16.20%,1.13,0.00%,$0.00 ,$0.00 ,$310.45 ,0
K435,Google - US,4.3E+16,nice travel,Broad,French Destinations,Nice,uncategorized,Postiion 1-4 Bid Strategy,Unassigned,Live,$10.00 ,69,$316.62 ,$4.59 ,"2,788",2.47%,1.41,0.00%,$0.00 ,$0.00 ,$316.62 ,0
K435,Google - US,4.3E+16,paris fares,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,122,$329.07 ,$2.70 ,"1,183",10.31%,1.33,0.00%,$0.00 ,$0.00 ,$329.07 ,0
K435,Google - US,4.3E+16,trip to paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,117,$393.36 ,$3.36 ,"1,853",6.31%,1.51,0.00%,$0.00 ,$0.00 ,$393.36 ,0
K435,Google - US,4.3E+16,flights to uk,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,102,$416.11 ,$4.08 ,"3,102",3.29%,2.2,0.00%,$0.00 ,$0.00 ,$416.11 ,0
K435,Google - US,4.3E+16,france flight,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,$10.00 ,157,$444.56 ,$2.83 ,"4,394",3.57%,1.29,0.00%,$0.00 ,$0.00 ,$444.56 ,0
K435,Google - US,4.3E+16,paris airfare,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,203,$463.65 ,$2.28 ,"2,535",8.01%,1.48,0.00%,$0.00 ,$0.00 ,$463.65 ,0
K435,Google - US,4.3E+16,paris cheap tickets,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,160,$497.35 ,$3.11 ,"2,009",7.96%,2.26,0.00%,$0.00 ,$0.00 ,$497.35 ,0
K435,Google - US,4.3E+16,paris tickets,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,164,$501.90 ,$3.06 ,"6,534",2.51%,1.93,0.00%,$0.00 ,$0.00 ,$501.90 ,0
K435,Google - US,4.3E+16,fly to paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,261,$525.99 ,$2.02 ,"2,252",11.59%,1.32,0.00%,$0.00 ,$0.00 ,$525.99 ,0
K435,Google - US,4.3E+16,cheap travel france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,$10.00 ,107,$566.50 ,$5.29 ,"1,357",7.89%,1.76,0.00%,$0.00 ,$0.00 ,$566.50 ,0
K435,Google - US,4.3E+16,flights to bordeaux,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,$10.00 ,205,$666.92 ,$3.25 ,"1,697",12.08%,1.53,0.00%,$0.00 ,$0.00 ,$666.92 ,0
K435,Google - US,4.3E+16,flights to lyon,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,$10.00 ,282,$709.17 ,$2.51 ,"1,936",14.57%,1.14,0.00%,$0.00 ,$0.00 ,$709.17 ,0
K435,Google - US,4.3E+16,travel in paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,176,$723.19 ,$4.11 ,"4,204",4.19%,2.22,0.00%,$0.00 ,$0.00 ,$723.19 ,0
K435,Google - US,4.3E+16,trips to paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,256,$788.25 ,$3.08 ,"2,470",10.36%,1.9,0.00%,$0.00 ,$0.00 ,$788.25 ,0
K435,Google - US,4.3E+16,paris cheap flight,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$10.00 ,347,"$1,092.01 ",$3.15 ,"3,816",9.09%,1.46,0.00%,$0.00 ,$0.00 ,"$1,092.01 ",0
K435,Google - US,4.3E+16,travel to france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,$10.00 ,289,"$1,234.56 ",$4.27 ,"7,101",4.07%,2.06,0.00%,$0.00 ,$0.00 ,"$1,234.56 ",0
K1123,Overture - Global,4.3E+16,tahiti fare,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,1,$0.13 ,$0.13 ,3,33.33%,1,0.00%,$0.00 ,$0.00 ,$0.13 ,0
K1123,Overture - Global,4.3E+16,bora bora airport,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,1,$0.20 ,$0.20 ,56,1.79%,1.07,0.00%,$0.00 ,$0.00 ,$0.20 ,0
K1123,Overture - Global,4.3E+16,cheap tahiti airfare,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,1,$0.34 ,$0.34 ,16,6.25%,1.56,0.00%,$0.00 ,$0.00 ,$0.34 ,0
K1123,Overture - Global,4.3E+16,fly to tahiti,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,1,$0.38 ,$0.38 ,143,0.70%,5.74,0.00%,$0.00 ,$0.00 ,$0.38 ,0
K1123,Overture - Global,4.3E+16,tahiti airport,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,1,$0.40 ,$0.40 ,122,0.82%,2.53,0.00%,$0.00 ,$0.00 ,$0.40 ,0
K1123,Overture - Global,4.3E+16,cheap tahiti flight,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,1,$0.50 ,$0.50 ,18,5.56%,2.78,0.00%,$0.00 ,$0.00 ,$0.50 ,0
K1123,Overture - Global,4.3E+16,bora bora ticket,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,3,$0.65 ,$0.22 ,6,50.00%,0.83,0.00%,$0.00 ,$0.00 ,$0.65 ,0
K1123,Overture - Global,4.3E+16,airfare to bora bora,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,1,$1.40 ,$1.40 ,21,4.76%,1.05,0.00%,$0.00 ,$0.00 ,$1.40 ,0
K1123,Overture - Global,4.3E+16,flight to tahiti,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,4,$2.66 ,$0.67 ,206,1.94%,1.34,0.00%,$0.00 ,$0.00 ,$2.66 ,0
K1123,Overture - Global,4.3E+16,tahiti airline,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,6,$3.04 ,$0.51 ,208,2.88%,2.56,0.00%,$0.00 ,$0.00 ,$3.04 ,0
K1123,Overture - Global,4.3E+16,flight to bora bora,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,21,$7.62 ,$0.36 ,284,7.39%,1.08,0.00%,$0.00 ,$0.00 ,$7.62 ,0
K1123,Overture - Global,4.3E+16,travel to bora bora,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,9,$12.34 ,$1.37 ,412,2.18%,3.38,0.00%,$0.00 ,$0.00 ,$12.34 ,0
K1123,Overture - Global,4.3E+16,bora bora vacation,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,23,$50.35 ,$2.19 ,"1,286",1.79%,1.85,0.00%,$0.00 ,$0.00 ,$50.35 ,0
K1123,Overture - Global,4.3E+16,travel to tahiti,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,32,$82.11 ,$2.57 ,"3,259",0.98%,1.15,0.00%,$0.00 ,$0.00 ,$82.11 ,0
K1123,Overture - Global,4.3E+16,tahiti vacation,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,$10.00 ,70,$224.95 ,$3.21 ,"3,040",2.30%,2.23,0.00%,$0.00 ,$0.00 ,$224.95 ,0
K1175,Google - Global,4.3E+16,marseilles airport,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$0.30 ,$0.30 ,238,0.42%,1.13,0.00%,$0.00 ,$0.00 ,$0.30 ,0
K1175,Google - Global,4.3E+16,fly to strasbourg,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$0.45 ,$0.45 ,21,4.76%,1,0.00%,$0.00 ,$0.00 ,$0.45 ,0
K1175,Google - Global,4.3E+16,flights to glasgow,Broad,Air France Global Campaign,Glasgow,glasgow,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$0.66 ,$0.66 ,76,1.32%,1,0.00%,$0.00 ,$0.00 ,$0.66 ,0
K1175,Google - Global,4.3E+16,zagreb tickets,Broad,Air France Global Campaign,Zagreb,zagreb,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$0.83 ,$0.83 ,3,33.33%,1,0.00%,$0.00 ,$0.00 ,$0.83 ,0
K1175,Google - Global,4.3E+16,cheap flight to strasbourg,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$0.83 ,$0.83 ,2,50.00%,1,0.00%,$0.00 ,$0.00 ,$0.83 ,0
K1175,Google - Global,4.3E+16,pisa airfare,Broad,Air France Global Campaign,Pisa,pisa,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$0.86 ,$0.86 ,23,4.35%,1,0.00%,$0.00 ,$0.00 ,$0.86 ,0
K1175,Google - Global,4.3E+16,flight to warsaw,Broad,Air France Global Campaign,Warsaw,warsaw,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$0.86 ,$0.86 ,1,100.00%,1,0.00%,$0.00 ,$0.00 ,$0.86 ,0
K1175,Google - Global,4.3E+16,strasbourg airports,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$0.88 ,$0.88 ,9,11.11%,1,0.00%,$0.00 ,$0.00 ,$0.88 ,0
K1175,Google - Global,4.3E+16,travel to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$0.95 ,$0.95 ,18,5.56%,1.12,0.00%,$0.00 ,$0.00 ,$0.95 ,0
K1175,Google - Global,4.3E+16,oslo airfare,Broad,Air France Global Campaign,Oslo,oslo,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$0.98 ,$0.98 ,43,2.33%,1,0.00%,$0.00 ,$0.00 ,$0.98 ,0
K1175,Google - Global,4.3E+16,strasbourg tickets,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.03 ,$1.03 ,123,0.81%,1.01,0.00%,$0.00 ,$0.00 ,$1.03 ,0
K1175,Google - Global,4.3E+16,strasbourg airlines,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.05 ,$1.05 ,47,2.13%,1.14,0.00%,$0.00 ,$0.00 ,$1.05 ,0
K1175,Google - Global,4.3E+16,glasgow flight,Broad,Air France Global Campaign,Glasgow,glasgow,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.15 ,$1.15 ,40,2.50%,1,0.00%,$0.00 ,$0.00 ,$1.15 ,0
K1175,Google - Global,4.3E+16,cheap flight to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.18 ,$1.18 ,6,16.67%,1,0.00%,$0.00 ,$0.00 ,$1.18 ,0
K1175,Google - Global,4.3E+16,marseilles airports,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.18 ,$1.18 ,2,50.00%,1,0.00%,$0.00 ,$0.00 ,$1.18 ,0
K1175,Google - Global,4.3E+16,genoa flight,Broad,Air France Global Campaign,Genoa,genoa,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.20 ,$1.20 ,2,50.00%,1,0.00%,$0.00 ,$0.00 ,$1.20 ,0
K1175,Google - Global,4.3E+16,st. petersburg airfare,Broad,Air France Global Campaign,St. Petersburg,st.petersburg,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.21 ,$1.21 ,22,4.55%,1,0.00%,$0.00 ,$0.00 ,$1.21 ,0
K1175,Google - Global,4.3E+16,brussels cheap tickets,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.33 ,$1.33 ,11,9.09%,1,0.00%,$0.00 ,$0.00 ,$1.33 ,0
K1175,Google - Global,4.3E+16,amsterdam airfares,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.35 ,$1.35 ,1,100.00%,1,0.00%,$0.00 ,$0.00 ,$1.35 ,0
K1175,Google - Global,4.3E+16,strasbourg fares,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.36 ,$1.36 ,4,25.00%,1,0.00%,$0.00 ,$0.00 ,$1.36 ,0
K1175,Google - Global,4.3E+16,stockholm flights,Broad,Air France Global Campaign,Stockholm,stockholm,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.38 ,$1.38 ,120,0.83%,1,0.00%,$0.00 ,$0.00 ,$1.38 ,0
K1175,Google - Global,4.3E+16,strasbourg flight,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.38 ,$1.38 ,98,1.02%,1,0.00%,$0.00 ,$0.00 ,$1.38 ,0
K1175,Google - Global,4.3E+16,basel flights,Broad,Air France Global Campaign,Basel,basel,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.39 ,$1.39 ,25,4.00%,1,0.00%,$0.00 ,$0.00 ,$1.39 ,0
K1175,Google - Global,4.3E+16,trip to amsterdam,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.39 ,$1.39 ,12,8.33%,1,0.00%,$0.00 ,$0.00 ,$1.39 ,0
K1175,Google - Global,4.3E+16,cheap flights to manchester,Broad,Air France Global Campaign,Manchester,manchester,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.43 ,$1.43 ,14,7.14%,1,0.00%,$0.00 ,$0.00 ,$1.43 ,0
K1175,Google - Global,4.3E+16,lisbon flight,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.48 ,$1.48 ,66,1.52%,1,0.00%,$0.00 ,$0.00 ,$1.48 ,0
K1175,Google - Global,4.3E+16,brussels tickets,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.48 ,$1.48 ,38,2.63%,1.02,0.00%,$0.00 ,$0.00 ,$1.48 ,0
K1175,Google - Global,4.3E+16,southampton flights,Broad,Air France Global Campaign,Southampton,southampton,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.56 ,$1.56 ,178,0.56%,1,0.00%,$0.00 ,$0.00 ,$1.56 ,0
K1175,Google - Global,4.3E+16,marseilles ticket,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.56 ,$1.56 ,14,7.14%,1.44,0.00%,$0.00 ,$0.00 ,$1.56 ,0
K1175,Google - Global,4.3E+16,stockholm flight,Broad,Air France Global Campaign,Stockholm,stockholm,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.61 ,$1.61 ,56,1.79%,1.02,0.00%,$0.00 ,$0.00 ,$1.61 ,0
K1175,Google - Global,4.3E+16,lisbon flights,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.63 ,$1.63 ,111,0.90%,1,0.00%,$0.00 ,$0.00 ,$1.63 ,0
K1175,Google - Global,4.3E+16,warsaw flights,Broad,Air France Global Campaign,Warsaw,warsaw,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.73 ,$1.73 ,226,0.44%,1.06,0.00%,$0.00 ,$0.00 ,$1.73 ,0
K1175,Google - Global,4.3E+16,budapest airfares,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.74 ,$1.74 ,17,5.88%,1.1,0.00%,$0.00 ,$0.00 ,$1.74 ,0
K1175,Google - Global,4.3E+16,flights to genoa,Broad,Air France Global Campaign,Genoa,genoa,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.80 ,$1.80 ,22,4.55%,1.15,0.00%,$0.00 ,$0.00 ,$1.80 ,0
K1175,Google - Global,4.3E+16,krakow airfare,Broad,Air France Global Campaign,Krakow,krakow,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.80 ,$1.80 ,14,7.14%,1,0.00%,$0.00 ,$0.00 ,$1.80 ,0
K1175,Google - Global,4.3E+16,copenhagen airfare,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$1.81 ,$1.81 ,37,2.70%,1,0.00%,$0.00 ,$0.00 ,$1.81 ,0
K1175,Google - Global,4.3E+16,brussels fares,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$2.09 ,$2.09 ,9,11.11%,1.22,0.00%,$0.00 ,$0.00 ,$2.09 ,0
K1175,Google - Global,4.3E+16,amsterdam tickets,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$2.10 ,$2.10 ,141,0.71%,1,0.00%,$0.00 ,$0.00 ,$2.10 ,0
K1175,Google - Global,4.3E+16,amsterdam airline tickets,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$2.23 ,$2.23 ,15,6.67%,1,0.00%,$0.00 ,$0.00 ,$2.23 ,0
K1175,Google - Global,4.3E+16,copenhagen airfares,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$2.38 ,$2.38 ,1,100.00%,1,0.00%,$0.00 ,$0.00 ,$2.38 ,0
K1175,Google - Global,4.3E+16,dusseldorf flights,Broad,Air France Global Campaign,Dusseldorf,dusseldorf,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$2.48 ,$2.48 ,77,1.30%,1.33,0.00%,$0.00 ,$0.00 ,$2.48 ,0
K1175,Google - Global,4.3E+16,flights to stockholm,Broad,Air France Global Campaign,Stockholm,stockholm,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$2.70 ,$2.70 ,89,1.12%,1,0.00%,$0.00 ,$0.00 ,$2.70 ,0
K1175,Google - Global,4.3E+16,flight to lisbon,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$2.71 ,$2.71 ,3,33.33%,1,0.00%,$0.00 ,$0.00 ,$2.71 ,0
K1175,Google - Global,4.3E+16,flights to naples,Broad,Air France Global Campaign,Naples,uncategorized,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$2.86 ,$1.43 ,151,1.32%,1,0.00%,$0.00 ,$0.00 ,$2.86 ,0
K1175,Google - Global,4.3E+16,flight to vienna,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$2.89 ,$2.89 ,4,25.00%,1.23,0.00%,$0.00 ,$0.00 ,$2.89 ,0
K1175,Google - Global,4.3E+16,zagreb flights,Broad,Air France Global Campaign,Zagreb,zagreb,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$3.05 ,$3.05 ,31,3.23%,1,0.00%,$0.00 ,$0.00 ,$3.05 ,0
K1175,Google - Global,4.3E+16,glasgow flights,Broad,Air France Global Campaign,Glasgow,glasgow,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$3.08 ,$3.08 ,139,0.72%,1,0.00%,$0.00 ,$0.00 ,$3.08 ,0
K1175,Google - Global,4.3E+16,amsterdam cheap tickets,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$3.08 ,$3.08 ,8,12.50%,1.13,0.00%,$0.00 ,$0.00 ,$3.08 ,0
K1175,Google - Global,4.3E+16,manchester airfare,Broad,Air France Global Campaign,Manchester,manchester,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$3.10 ,$3.10 ,192,0.52%,1,0.00%,$0.00 ,$0.00 ,$3.10 ,0
K1175,Google - Global,4.3E+16,bucharest airfare,Broad,Air France Global Campaign,Bucharest,bucharest,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$3.25 ,$3.25 ,48,2.08%,1,0.00%,$0.00 ,$0.00 ,$3.25 ,0
K1175,Google - Global,4.3E+16,flights to krakow,Broad,Air France Global Campaign,Krakow,krakow,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$3.30 ,$1.65 ,45,4.44%,1,0.00%,$0.00 ,$0.00 ,$3.30 ,0
K1175,Google - Global,4.3E+16,helsinki airfare,Broad,Air France Global Campaign,Helsinki,helsinki,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$3.41 ,$3.41 ,14,7.14%,1,0.00%,$0.00 ,$0.00 ,$3.41 ,0
K1175,Google - Global,4.3E+16,travel to venice,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$3.45 ,$3.45 ,11,9.09%,1,0.00%,$0.00 ,$0.00 ,$3.45 ,0
K1175,Google - Global,4.3E+16,dusseldorf airfare,Broad,Air France Global Campaign,Dusseldorf,dusseldorf,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$3.51 ,$3.51 ,39,2.56%,1,0.00%,$0.00 ,$0.00 ,$3.51 ,0
K1175,Google - Global,4.3E+16,venice flights,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$3.73 ,$1.86 ,392,0.51%,1,0.00%,$0.00 ,$0.00 ,$3.73 ,0
K1175,Google - Global,4.3E+16,flights to bologna,Broad,Air France Global Campaign,Bologna,bologna,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$3.98 ,$3.98 ,38,2.63%,1.08,0.00%,$0.00 ,$0.00 ,$3.98 ,0
K1175,Google - Global,4.3E+16,zurich airfare,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$4.00 ,$1.33 ,144,2.08%,1,0.00%,$0.00 ,$0.00 ,$4.00 ,0
K1175,Google - Global,4.3E+16,amsterdam airfare,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$4.01 ,$1.34 ,185,1.62%,1,0.00%,$0.00 ,$0.00 ,$4.01 ,0
K1175,Google - Global,4.3E+16,venice flight,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$4.16 ,$4.16 ,79,1.27%,1.02,0.00%,$0.00 ,$0.00 ,$4.16 ,0
K1175,Google - Global,4.3E+16,cheap flights to zurich,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$4.19 ,$2.09 ,7,28.57%,1,0.00%,$0.00 ,$0.00 ,$4.19 ,0
