Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans,Amount,Total Cost,Total Volume of Bookings
K1175,Google - Global,4.3E+16,flights to zagreb,Broad,Air France Global Campaign,Zagreb,zagreb,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$4.21 ,$4.21 ,37,2.70%,1,0.00%,$0.00 ,$0.00 ,$4.21 ,0
K1175,Google - Global,4.3E+16,oslo flights,Broad,Air France Global Campaign,Oslo,oslo,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$4.21 ,$2.11 ,87,2.30%,1,0.00%,$0.00 ,$0.00 ,$4.21 ,0
K1175,Google - Global,4.3E+16,helsinki flight,Broad,Air France Global Campaign,Helsinki,helsinki,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$4.34 ,$4.34 ,18,5.56%,1,0.00%,$0.00 ,$0.00 ,$4.34 ,0
K1175,Google - Global,4.3E+16,brussels flight,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$4.34 ,$1.45 ,109,2.75%,1.05,0.00%,$0.00 ,$0.00 ,$4.34 ,0
K1175,Google - Global,4.3E+16,zurich flights,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$4.43 ,$2.21 ,227,0.88%,1,0.00%,$0.00 ,$0.00 ,$4.43 ,0
K1175,Google - Global,4.3E+16,zurich flight,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$4.71 ,$1.57 ,144,2.08%,1,0.00%,$0.00 ,$0.00 ,$4.71 ,0
K1175,Google - Global,4.3E+16,flight to naples,Broad,Air France Global Campaign,Naples,uncategorized,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$4.71 ,$2.36 ,7,28.57%,1,0.00%,$0.00 ,$0.00 ,$4.71 ,0
K1175,Google - Global,4.3E+16,flights to helsinki,Broad,Air France Global Campaign,Helsinki,helsinki,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$4.74 ,$1.58 ,35,8.57%,1,0.00%,$0.00 ,$0.00 ,$4.74 ,0
K1175,Google - Global,4.3E+16,strasbourg airfare,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$5.00 ,$5.00 ,59,1.69%,1,0.00%,$0.00 ,$0.00 ,$5.00 ,0
K1175,Google - Global,4.3E+16,lisbon airfare,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unassigned,Unavailable,$11.25 ,5,$5.26 ,$1.05 ,30,16.67%,1,0.00%,$0.00 ,$0.00 ,$5.26 ,0
K1175,Google - Global,4.3E+16,vienna airfare,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$5.48 ,$5.48 ,59,1.69%,1,0.00%,$0.00 ,$0.00 ,$5.48 ,0
K1175,Google - Global,4.3E+16,manchester flights,Broad,Air France Global Campaign,Manchester,manchester,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$5.50 ,$1.83 ,"1,140",0.26%,1,0.00%,$0.00 ,$0.00 ,$5.50 ,0
K1175,Google - Global,4.3E+16,trip to oslo,Broad,Air France Global Campaign,Oslo,oslo,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$5.53 ,$5.53 ,1,100.00%,1,0.00%,$0.00 ,$0.00 ,$5.53 ,0
K1175,Google - Global,4.3E+16,copenhagen flights,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$5.63 ,$2.81 ,123,1.63%,1,0.00%,$0.00 ,$0.00 ,$5.63 ,0
K1175,Google - Global,4.3E+16,travel to bucharest,Broad,Air France Global Campaign,Bucharest,bucharest,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$5.69 ,$2.84 ,3,66.67%,1,0.00%,$0.00 ,$0.00 ,$5.69 ,0
K1175,Google - Global,4.3E+16,vienna tickets,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$5.88 ,$5.88 ,382,0.26%,1.04,0.00%,$0.00 ,$0.00 ,$5.88 ,0
K1175,Google - Global,4.3E+16,flight to strasbourg,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$5.98 ,$5.98 ,7,14.29%,1,0.00%,$0.00 ,$0.00 ,$5.98 ,0
K1175,Google - Global,4.3E+16,dusseldorf flight,Broad,Air France Global Campaign,Dusseldorf,dusseldorf,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$6.43 ,$3.21 ,43,4.65%,1,0.00%,$0.00 ,$0.00 ,$6.43 ,0
K1175,Google - Global,4.3E+16,copenhagen cheap ticket,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$6.71 ,$6.71 ,9,11.11%,1.11,0.00%,$0.00 ,$0.00 ,$6.71 ,0
K1175,Google - Global,4.3E+16,flights to copenhagen,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$6.74 ,$2.25 ,115,2.61%,1,0.00%,$0.00 ,$0.00 ,$6.74 ,0
K1175,Google - Global,4.3E+16,marseilles airline,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,4,$6.96 ,$1.74 ,13,30.77%,1,0.00%,$0.00 ,$0.00 ,$6.96 ,0
K1175,Google - Global,4.3E+16,flight to budapest,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$7.06 ,$7.06 ,8,12.50%,1,0.00%,$0.00 ,$0.00 ,$7.06 ,0
K1175,Google - Global,4.3E+16,flights to vienna,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$7.09 ,$7.09 ,160,0.63%,1,0.00%,$0.00 ,$0.00 ,$7.09 ,0
K1175,Google - Global,4.3E+16,marseille cheap flight,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,5,$7.16 ,$1.43 ,64,7.81%,1.27,0.00%,$0.00 ,$0.00 ,$7.16 ,0
K1175,Google - Global,4.3E+16,flights to dusseldorf,Broad,Air France Global Campaign,Dusseldorf,dusseldorf,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$7.18 ,$7.18 ,70,1.43%,1,0.00%,$0.00 ,$0.00 ,$7.18 ,0
K1175,Google - Global,4.3E+16,bologna flight,Broad,Air France Global Campaign,Bologna,bologna,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$7.28 ,$3.64 ,22,9.09%,1.05,0.00%,$0.00 ,$0.00 ,$7.28 ,0
K1175,Google - Global,4.3E+16,marseilles cheap flights,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$7.81 ,$2.60 ,265,1.13%,1.06,0.00%,$0.00 ,$0.00 ,$7.81 ,0
K1175,Google - Global,4.3E+16,flight to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$7.91 ,$2.64 ,28,10.71%,1,0.00%,$0.00 ,$0.00 ,$7.91 ,0
K1175,Google - Global,4.3E+16,marseilles flights,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,4,$7.94 ,$1.98 ,346,1.16%,1.07,0.00%,$0.00 ,$0.00 ,$7.94 ,0
K1175,Google - Global,4.3E+16,flights to strasbourg,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,$11.25 ,5,$8.00 ,$1.60 ,984,0.51%,1,0.00%,$0.00 ,$0.00 ,$8.00 ,0
K1175,Google - Global,4.3E+16,budapest cheap ticket,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$8.11 ,$8.11 ,5,20.00%,1,0.00%,$0.00 ,$0.00 ,$8.11 ,0
K1175,Google - Global,4.3E+16,marseilles airlines,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$8.34 ,$4.17 ,28,7.14%,1.29,0.00%,$0.00 ,$0.00 ,$8.34 ,0
K1175,Google - Global,4.3E+16,flights to bucharest,Broad,Air France Global Campaign,Bucharest,bucharest,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$8.66 ,$2.89 ,82,3.66%,1,0.00%,$0.00 ,$0.00 ,$8.66 ,0
K1175,Google - Global,4.3E+16,marseilles tickets,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$8.86 ,$2.95 ,201,1.49%,1.09,0.00%,$0.00 ,$0.00 ,$8.86 ,0
K1175,Google - Global,4.3E+16,venice airfare,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,$11.25 ,4,$8.90 ,$2.23 ,46,8.70%,1,0.00%,$0.00 ,$0.00 ,$8.90 ,0
K1175,Google - Global,4.3E+16,brussels airfares,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,1,$9.58 ,$9.58 ,7,14.29%,1.13,0.00%,$0.00 ,$0.00 ,$9.58 ,0
K1175,Google - Global,4.3E+16,marseilles airfare,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$10.31 ,$5.16 ,12,16.67%,1.33,0.00%,$0.00 ,$0.00 ,$10.31 ,0
K1175,Google - Global,4.3E+16,bucharest flights,Broad,Air France Global Campaign,Bucharest,bucharest,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$10.54 ,$3.51 ,79,3.80%,1,0.00%,$0.00 ,$0.00 ,$10.54 ,0
K1175,Google - Global,4.3E+16,flights to st. petersburg,Broad,Air France Global Campaign,St. Petersburg,st.petersburg,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$11.01 ,$5.51 ,160,1.25%,1,0.00%,$0.00 ,$0.00 ,$11.01 ,0
K1175,Google - Global,4.3E+16,flights to pisa,Broad,Air France Global Campaign,Pisa,pisa,Position 1- 3,Unassigned,Unavailable,$11.25 ,4,$11.79 ,$2.95 ,43,9.30%,1.02,0.00%,$0.00 ,$0.00 ,$11.79 ,0
K1175,Google - Global,4.3E+16,gothenburg cheap tickets,Broad,Air France Global Campaign,Gothenburg,gothenburg,Position 1- 3,Unassigned,Unavailable,$11.25 ,2,$11.80 ,$5.90 ,6,33.33%,1,0.00%,$0.00 ,$0.00 ,$11.80 ,0
K1175,Google - Global,4.3E+16,budapest flight,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$12.99 ,$4.33 ,95,3.16%,1.01,0.00%,$0.00 ,$0.00 ,$12.99 ,0
K1175,Google - Global,4.3E+16,flights to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,5,$13.25 ,$2.65 ,267,1.87%,1,0.00%,$0.00 ,$0.00 ,$13.25 ,0
K1175,Google - Global,4.3E+16,vienna flights,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unassigned,Unavailable,$11.25 ,5,$13.96 ,$2.79 ,548,0.91%,1,0.00%,$0.00 ,$0.00 ,$13.96 ,0
K1175,Google - Global,4.3E+16,flights to venice,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,$11.25 ,6,$15.54 ,$2.59 ,286,2.10%,1.04,0.00%,$0.00 ,$0.00 ,$15.54 ,0
K1175,Google - Global,4.3E+16,amsterdam flight,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,$11.25 ,6,$15.57 ,$2.60 ,190,3.16%,1.01,0.00%,$0.00 ,$0.00 ,$15.57 ,0
K1175,Google - Global,4.3E+16,cheap flights to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,4,$15.80 ,$3.95 ,10,40.00%,1,0.00%,$0.00 ,$0.00 ,$15.80 ,0
K1175,Google - Global,4.3E+16,cheap flights to venice,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,$11.25 ,3,$16.21 ,$5.40 ,8,37.50%,1,0.00%,$0.00 ,$0.00 ,$16.21 ,0
K1175,Google - Global,4.3E+16,flights to budapest,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,$11.25 ,5,$18.16 ,$3.63 ,145,3.45%,1.05,0.00%,$0.00 ,$0.00 ,$18.16 ,0
K1175,Google - Global,4.3E+16,budapest flights,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,$11.25 ,4,$20.10 ,$5.03 ,159,2.52%,1,0.00%,$0.00 ,$0.00 ,$20.10 ,0
K1175,Google - Global,4.3E+16,budapest airfare,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,$11.25 ,4,$20.24 ,$5.06 ,122,3.28%,1,0.00%,$0.00 ,$0.00 ,$20.24 ,0
K1175,Google - Global,4.3E+16,travel to amsterdam,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,$11.25 ,4,$22.05 ,$5.51 ,39,10.26%,1.06,0.00%,$0.00 ,$0.00 ,$22.05 ,0
K1175,Google - Global,4.3E+16,amsterdam flights,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,$11.25 ,11,$24.60 ,$2.24 ,513,2.14%,1.04,0.00%,$0.00 ,$0.00 ,$24.60 ,0
K1175,Google - Global,4.3E+16,flights to zurich,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unassigned,Unavailable,$11.25 ,15,$31.45 ,$2.10 ,265,5.66%,1.02,0.00%,$0.00 ,$0.00 ,$31.45 ,0
K1175,Google - Global,4.3E+16,flights to marseilles,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,13,$35.76 ,$2.75 ,293,4.44%,1.26,0.00%,$0.00 ,$0.00 ,$35.76 ,0
K1175,Google - Global,4.3E+16,brussels flights,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,$11.25 ,11,$40.02 ,$3.64 ,766,1.44%,1.03,0.00%,$0.00 ,$0.00 ,$40.02 ,0
K1175,Google - Global,4.3E+16,flights to amsterdam,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,$11.25 ,14,$47.69 ,$3.41 ,457,3.06%,1,0.00%,$0.00 ,$0.00 ,$47.69 ,0
K435,Google - US,4.3E+16,switzerland flights,Broad,Google_Yearlong 2006,Google|Switzerland,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,1,$2.01 ,$2.01 ,179,0.56%,1.24,0.00%,$0.00 ,$0.00 ,$2.01 ,0
K435,Google - US,4.3E+16,england cheap tickets,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,1,$5.79 ,$5.79 ,8,12.50%,1,0.00%,$0.00 ,$0.00 ,$5.79 ,0
K1123,Overture - Global,4.3E+16,cannes airport,Standard,Unassigned,Unassigned,cannes,Position 1-2 Target,Unassigned,Paused,$11.25 ,4,$2.10 ,$0.53 ,164,2.44%,1.26,0.00%,$0.00 ,$0.00 ,$2.10 ,0
K1122,Overture - US,4.3E+16,bucarest,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,1,$0.13 ,$0.13 ,12,8.33%,2.83,0.00%,$0.00 ,$0.00 ,$0.13 ,0
K1122,Overture - US,4.3E+16,abou dhabi,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,1,$0.39 ,$0.39 ,121,0.83%,1,0.00%,$0.00 ,$0.00 ,$0.39 ,0
K1122,Overture - US,4.3E+16,lomé,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,3,$0.45 ,$0.15 ,51,5.88%,3.32,0.00%,$0.00 ,$0.00 ,$0.45 ,0
K1122,Overture - US,4.3E+16,cotonou,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,4,$1.09 ,$0.27 ,146,2.74%,1.87,0.00%,$0.00 ,$0.00 ,$1.09 ,0
K1122,Overture - US,4.3E+16,yaoundé,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,3,$1.62 ,$0.54 ,61,4.92%,4.49,0.00%,$0.00 ,$0.00 ,$1.62 ,0
K1122,Overture - US,4.3E+16,bangui,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,8,$2.68 ,$0.33 ,88,9.09%,2.05,0.00%,$0.00 ,$0.00 ,$2.68 ,0
K1122,Overture - US,4.3E+16,international business class,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,1,$2.70 ,$2.70 ,403,0.25%,1.74,0.00%,$0.00 ,$0.00 ,$2.70 ,0
K1122,Overture - US,4.3E+16,bamako,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,6,$3.25 ,$0.54 ,297,2.02%,5.24,0.00%,$0.00 ,$0.00 ,$3.25 ,0
K1122,Overture - US,4.3E+16,ouagadougou,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,8,$3.46 ,$0.43 ,201,3.98%,2.63,0.00%,$0.00 ,$0.00 ,$3.46 ,0
K1122,Overture - US,4.3E+16,djibouti,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,10,$4.96 ,$0.50 ,127,7.87%,1.42,0.00%,$0.00 ,$0.00 ,$4.96 ,0
K1122,Overture - US,4.3E+16,agadir,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,12,$5.03 ,$0.42 ,268,4.48%,1.95,0.00%,$0.00 ,$0.00 ,$5.03 ,0
K1122,Overture - US,4.3E+16,nouakchott,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,14,$6.13 ,$0.44 ,968,1.45%,1.57,0.00%,$0.00 ,$0.00 ,$6.13 ,0
K1122,Overture - US,4.3E+16,rabat,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,12,$6.51 ,$0.54 ,323,3.72%,3.09,0.00%,$0.00 ,$0.00 ,$6.51 ,0
K1122,Overture - US,4.3E+16,conakry,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,13,$7.10 ,$0.55 ,249,5.22%,2.79,0.00%,$0.00 ,$0.00 ,$7.10 ,0
K1122,Overture - US,4.3E+16,dakar,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,24,$14.64 ,$0.61 ,565,4.25%,0.9,0.00%,$0.00 ,$0.00 ,$14.64 ,0
K1122,Overture - US,4.3E+16,abidjan,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,29,$15.79 ,$0.54 ,530,5.47%,1.29,0.00%,$0.00 ,$0.00 ,$15.79 ,0
K1122,Overture - US,4.3E+16,marrakech,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,41,$28.61 ,$0.70 ,956,4.29%,1.42,0.00%,$0.00 ,$0.00 ,$28.61 ,0
K1122,Overture - US,4.3E+16,split,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,49,$38.65 ,$0.79 ,860,5.70%,1.51,0.00%,$0.00 ,$0.00 ,$38.65 ,0
K1122,Overture - US,4.3E+16,warsow,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,50,$39.25 ,$0.79 ,"1,718",2.91%,1.1,0.00%,$0.00 ,$0.00 ,$39.25 ,0
K1122,Overture - US,4.3E+16,damascus,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,82,$39.69 ,$0.48 ,"1,279",6.41%,1.09,0.00%,$0.00 ,$0.00 ,$39.69 ,0
K1122,Overture - US,4.3E+16,sofia,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,76,$43.46 ,$0.57 ,"1,796",4.23%,1.35,0.00%,$0.00 ,$0.00 ,$43.46 ,0
K1122,Overture - US,4.3E+16,belgrade,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,76,$47.20 ,$0.62 ,"1,538",4.94%,0.9,0.00%,$0.00 ,$0.00 ,$47.20 ,0
K1122,Overture - US,4.3E+16,kiev,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,96,$65.34 ,$0.68 ,"1,860",5.16%,0.96,0.00%,$0.00 ,$0.00 ,$65.34 ,0
K1122,Overture - US,4.3E+16,nairobi,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,106,$67.15 ,$0.63 ,"2,702",3.92%,0.97,0.00%,$0.00 ,$0.00 ,$67.15 ,0
K1122,Overture - US,4.3E+16,tel aviv,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,137,$103.90 ,$0.76 ,"5,483",2.50%,1.46,0.00%,$0.00 ,$0.00 ,$103.90 ,0
K1122,Overture - US,4.3E+16,moscow,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,149,$112.26 ,$0.75 ,"6,042",2.47%,1.14,0.00%,$0.00 ,$0.00 ,$112.26 ,0
K1122,Overture - US,4.3E+16,johannesburg,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,177,$114.75 ,$0.65 ,"6,395",2.77%,0.93,0.00%,$0.00 ,$0.00 ,$114.75 ,0
K1122,Overture - US,4.3E+16,prague,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,180,$129.72 ,$0.72 ,"4,750",3.79%,1.06,0.00%,$0.00 ,$0.00 ,$129.72 ,0
K1122,Overture - US,4.3E+16,dubai,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,$11.25 ,399,$273.84 ,$0.69 ,"8,507",4.69%,1.32,0.00%,$0.00 ,$0.00 ,$273.84 ,0
K2615,Yahoo - US,4.3E+16,italy airfare,Advanced,Western Europe Destinations,Italy,uncategorized,,Unassigned,Live,$11.25 ,4,$15.71 ,$3.93 ,45,8.89%,2.27,0.00%,$0.00 ,$0.00 ,$15.71 ,0
K435,Google - US,4.3E+16,airfrance deals,Broad,Air France Branded,Air France Brand,uncategorized,Position 1 -2 Target,Unassigned,Live,$12.43 ,5,$4.79 ,$0.96 ,57,8.77%,1.02,0.00%,$0.00 ,$0.00 ,$4.79 ,0
K435,Google - US,4.3E+16,delhi cheap ticket,Broad,Google_Yearlong 2006,Google|Delhi,delhi,Position 5-10 Bid Strategy,Unassigned,Paused,$12.50 ,1,$3.11 ,$3.11 ,19,5.26%,1.05,0.00%,$0.00 ,$0.00 ,$3.11 ,0
K435,Google - US,4.3E+16,britain airfare,Broad,Google_Yearlong 2006,Google|Britain,britain,Position 5-10 Bid Strategy,Unassigned,Paused,$12.50 ,1,$3.58 ,$3.58 ,1,100.00%,1,0.00%,$0.00 ,$0.00 ,$3.58 ,0
K435,Google - US,4.3E+16,delhi cheap flight,Broad,Google_Yearlong 2006,Google|Delhi,delhi,Position 5-10 Bid Strategy,Unassigned,Paused,$12.50 ,2,$6.08 ,$3.04 ,17,11.76%,1.04,0.00%,$0.00 ,$0.00 ,$6.08 ,0
K435,Google - US,4.3E+16,uk cheap flight,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$12.50 ,4,$14.19 ,$3.55 ,56,7.14%,1.27,0.00%,$0.00 ,$0.00 ,$14.19 ,0
K435,Google - US,4.3E+16,delhi cheap flights,Broad,Google_Yearlong 2006,Google|Delhi,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$12.50 ,5,$14.99 ,$3.00 ,162,3.09%,1.04,0.00%,$0.00 ,$0.00 ,$14.99 ,0
K435,Google - US,4.3E+16,luxury airfare,Broad,Business Class,Luxury Flight,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$13.75 ,1,$1.61 ,$1.61 ,7,14.29%,1,0.00%,$0.00 ,$0.00 ,$1.61 ,0
K435,Google - US,4.3E+16,business flights,Broad,Business Class,Business Class - Generic,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$13.75 ,1,$2.30 ,$2.30 ,19,5.26%,1.05,0.00%,$0.00 ,$0.00 ,$2.30 ,0
K435,Google - US,4.3E+16,business class fare,Broad,Business Class,Business Class - Generic,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$13.75 ,1,$5.90 ,$5.90 ,33,3.03%,2.81,0.00%,$0.00 ,$0.00 ,$5.90 ,0
K435,Google - US,4.3E+16,luxury air travel,Broad,Business Class,Luxury Flight,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$13.75 ,1,$7.06 ,$7.06 ,19,5.26%,1,0.00%,$0.00 ,$0.00 ,$7.06 ,0
K435,Google - US,4.3E+16,luxury airline,Broad,Business Class,Luxury Flight,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$13.75 ,8,$24.59 ,$3.07 ,278,2.88%,1.22,0.00%,$0.00 ,$0.00 ,$24.59 ,0
K435,Google - US,4.3E+16,business class flight,Broad,Business Class,Business Class - Generic,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$13.75 ,5,$27.98 ,$5.60 ,152,3.29%,1.72,0.00%,$0.00 ,$0.00 ,$27.98 ,0
K435,Google - US,4.3E+16,luxury flights,Broad,Business Class,Luxury Flight,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$13.75 ,23,$67.97 ,$2.96 ,597,3.85%,1.54,0.00%,$0.00 ,$0.00 ,$67.97 ,0
K435,Google - US,4.3E+16,business class ticket,Broad,Business Class,Business Class - Generic,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$13.75 ,19,$83.06 ,$4.37 ,474,4.01%,2.69,0.00%,$0.00 ,$0.00 ,$83.06 ,0
K435,Google - US,4.3E+16,luxury airlines,Broad,Business Class,Luxury Flight,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$13.75 ,23,$91.97 ,$4.00 ,"1,781",1.29%,1.79,0.00%,$0.00 ,$0.00 ,$91.97 ,0
K435,Google - US,4.3E+16,business class travel,Broad,Business Class,Business Class - Generic,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$13.75 ,20,$113.23 ,$5.66 ,647,3.09%,2.59,0.00%,$0.00 ,$0.00 ,$113.23 ,0
